epoch,step,layer,expert,count
3,3,1,3,0
3,3,1,4,775
3,3,1,5,0
3,3,1,6,695
3,3,1,7,350
3,3,1,0,97
4,4,0,6,254
4,4,0,7,225
4,4,0,0,793
4,4,0,1,108
4,4,0,2,0
4,4,0,3,23
4,4,0,4,0
4,4,0,5,0
4,4,1,0,97
4,4,1,1,662
4,4,1,2,442
4,4,1,3,0
4,4,1,4,775
4,4,1,5,0
4,4,1,6,701
4,4,1,7,326
5,5,0,7,223
5,5,0,0,793
5,5,0,1,108
5,5,0,2,0
5,5,0,3,22
5,5,0,4,0
5,5,0,5,0
5,5,0,6,255
5,5,1,3,0
5,5,1,4,771
5,5,1,5,0
5,5,1,6,716
5,5,1,7,317
5,5,1,0,97
5,5,1,1,643
5,5,1,2,483
6,6,0,5,0
6,6,0,6,255
6,6,0,7,212
6,6,0,0,793
6,6,0,1,108
6,6,0,2,0
6,6,0,3,23
6,6,0,4,0
6,6,1,6,713
6,6,1,7,310
6,6,1,0,93
6,6,1,1,621
6,6,1,2,495
6,6,1,3,0
6,6,1,4,770
6,6,1,5,0
7,7,0,1,108
7,7,0,2,0
7,7,0,3,22
7,7,0,4,0
7,7,0,5,0
7,7,0,6,257
7,7,0,7,206
7,7,0,0,793
7,7,1,3,0
7,7,1,4,770
7,7,1,5,0
7,7,1,6,708
7,7,1,7,293
7,7,1,0,94
7,7,1,1,616
7,7,1,2,503
8,8,0,3,23
8,8,0,4,0
8,8,0,5,0
8,8,0,6,256
8,8,0,7,200
8,8,0,0,793
8,8,0,1,108
8,8,0,2,0
8,8,1,1,646
8,8,1,2,503
8,8,1,3,0
8,8,1,4,771
8,8,1,5,0
8,8,1,6,698
8,8,1,7,287
8,8,1,0,93
9,9,0,2,0
9,9,0,3,22
9,9,0,4,0
9,9,0,5,0
9,9,0,6,257
9,9,0,7,199
9,9,0,0,793
9,9,0,1,106
9,9,1,0,93
9,9,1,1,658
9,9,1,2,496
9,9,1,3,1
9,9,1,4,771
9,9,1,5,0
9,9,1,6,695
9,9,1,7,287
10,10,0,5,0
10,10,0,6,257
10,10,0,7,201
10,10,0,0,793
10,10,0,1,105
10,10,0,2,0
10,10,0,3,23
10,10,0,4,0
10,10,1,3,0
10,10,1,4,771
10,10,1,5,0
10,10,1,6,705
10,10,1,7,277
10,10,1,0,93
10,10,1,1,662
10,10,1,2,493
11,11,0,3,24
11,11,0,4,0
11,11,0,5,0
11,11,0,6,257
11,11,0,7,201
11,11,0,0,793
11,11,0,1,103
11,11,0,2,0
11,11,1,0,92
11,11,1,1,683
11,11,1,2,494
11,11,1,3,0
11,11,1,4,769
11,11,1,5,0
11,11,1,6,699
11,11,1,7,286
12,12,0,6,257
12,12,0,7,201
12,12,0,0,793
12,12,0,1,39
12,12,0,2,0
12,12,0,3,24
12,12,0,4,0
12,12,0,5,0
12,12,1,6,704
12,12,1,7,299
12,12,1,0,92
12,12,1,1,695
12,12,1,2,517
12,12,1,3,0
12,12,1,4,763
12,12,1,5,0
13,13,0,3,25
13,13,0,4,0
13,13,0,5,0
13,13,0,6,261
13,13,0,7,203
13,13,0,0,787
13,13,0,1,40
13,13,0,2,0
13,13,1,0,90
13,13,1,1,701
13,13,1,2,506
13,13,1,3,0
13,13,1,4,763
13,13,1,5,0
13,13,1,6,707
13,13,1,7,303
14,14,0,0,793
14,14,0,1,37
14,14,0,2,0
14,14,0,3,24
14,14,0,4,0
14,14,0,5,0
14,14,0,6,257
14,14,0,7,203
14,14,1,1,691
14,14,1,2,540
14,14,1,3,1
14,14,1,4,760
14,14,1,5,0
14,14,1,6,705
14,14,1,7,318
14,14,1,0,88
15,15,0,3,24
15,15,0,4,0
15,15,0,5,0
15,15,0,6,257
15,15,0,7,207
15,15,0,0,793
15,15,0,1,38
15,15,0,2,0
15,15,1,7,510
15,15,1,0,88
15,15,1,1,683
15,15,1,2,554
15,15,1,3,1
15,15,1,4,757
15,15,1,5,0
15,15,1,6,610
16,16,0,3,24
16,16,0,4,0
16,16,0,5,0
16,16,0,6,255
16,16,0,7,211
16,16,0,0,793
16,16,0,1,40
16,16,0,2,0
16,16,1,1,676
16,16,1,2,573
16,16,1,3,1
16,16,1,4,749
16,16,1,5,0
16,16,1,6,636
16,16,1,7,520
16,16,1,0,88
17,17,0,7,213
17,17,0,0,793
17,17,0,1,41
17,17,0,2,0
17,17,0,3,24
17,17,0,4,0
17,17,0,5,0
17,17,0,6,255
17,17,1,3,1
17,17,1,4,747
17,17,1,5,0
17,17,1,6,635
17,17,1,7,532
17,17,1,0,86
17,17,1,1,641
17,17,1,2,608
1,1,0,6,673
1,1,0,7,779
1,1,0,0,3
1,1,0,1,13
1,1,0,2,771
1,1,0,3,1
1,1,0,4,280
1,1,0,5,0
1,1,1,2,368
1,1,1,3,798
1,1,1,4,0
1,1,1,5,122
1,1,1,6,0
1,1,1,7,75
1,1,1,0,658
1,1,1,1,0
2,2,0,3,1
2,2,0,4,280
2,2,0,5,0
2,2,0,6,668
2,2,0,7,787
2,2,0,0,3
2,2,0,1,15
2,2,0,2,762
2,2,1,4,0
2,2,1,5,126
2,2,1,6,0
2,2,1,7,75
2,2,1,0,664
2,2,1,1,0
2,2,1,2,371
2,2,1,3,798
3,3,0,0,3
3,3,0,1,16
3,3,0,2,762
3,3,0,3,1
3,3,0,4,280
3,3,0,5,0
3,3,0,6,666
3,3,0,7,788
3,3,1,4,0
3,3,1,5,121
3,3,1,6,0
3,3,1,7,124
3,3,1,0,665
3,3,1,1,0
3,3,1,2,329
3,3,1,3,798
4,4,0,1,16
4,4,0,2,761
4,4,0,3,2
4,4,0,4,280
4,4,0,5,0
4,4,0,6,673
4,4,0,7,786
4,4,0,0,3
4,4,1,5,131
4,4,1,6,0
4,4,1,7,297
4,4,1,0,681
4,4,1,1,0
4,4,1,2,157
4,4,1,3,798
4,4,1,4,0
5,5,0,6,676
5,5,0,7,786
5,5,0,0,3
5,5,0,1,16
5,5,0,2,761
5,5,0,3,1
5,5,0,4,280
5,5,0,5,0
5,5,1,1,0
5,5,1,2,251
5,5,1,3,798
5,5,1,4,0
5,5,1,5,173
5,5,1,6,0
5,5,1,7,308
5,5,1,0,705
6,6,0,1,16
6,6,0,2,753
6,6,0,3,1
6,6,0,4,282
6,6,0,5,0
6,6,0,6,697
6,6,0,7,785
6,6,0,0,3
6,6,1,3,796
6,6,1,4,0
6,6,1,5,158
6,6,1,6,0
6,6,1,7,307
6,6,1,0,740
6,6,1,1,0
6,6,1,2,254
7,7,0,3,1
7,7,0,4,281
7,7,0,5,0
7,7,0,6,749
7,7,0,7,784
7,7,0,0,3
7,7,0,1,18
7,7,0,2,737
7,7,1,6,0
7,7,1,7,359
7,7,1,0,782
7,7,1,1,0
7,7,1,2,242
7,7,1,3,794
7,7,1,4,0
7,7,1,5,122
8,8,0,1,18
8,8,0,2,731
8,8,0,3,2
8,8,0,4,281
8,8,0,5,0
8,8,0,6,757
8,8,0,7,784
8,8,0,0,3
8,8,1,6,0
8,8,1,7,362
8,8,1,0,788
8,8,1,1,0
8,8,1,2,268
8,8,1,3,794
8,8,1,4,0
8,8,1,5,118
9,9,0,6,779
9,9,0,7,777
9,9,0,0,3
9,9,0,1,21
9,9,0,2,711
9,9,0,3,2
9,9,0,4,281
9,9,0,5,0
9,9,1,4,0
9,9,1,5,113
9,9,1,6,0
9,9,1,7,379
9,9,1,0,786
9,9,1,1,0
9,9,1,2,242
9,9,1,3,791
1,1,0,7,331
1,1,0,0,2
1,1,0,1,1139
1,1,0,2,0
1,1,0,3,0
1,1,0,4,14
1,1,0,5,634
1,1,0,6,242
1,1,1,2,1143
1,1,1,3,313
1,1,1,4,3
1,1,1,5,8
1,1,1,6,0
1,1,1,7,74
1,1,1,0,262
1,1,1,1,0
2,2,0,1,1150
2,2,0,2,0
2,2,0,3,0
2,2,0,4,14
2,2,0,5,595
2,2,0,6,237
2,2,0,7,301
2,2,0,0,2
2,2,1,2,1152
2,2,1,3,313
2,2,1,4,3
2,2,1,5,5
2,2,1,6,0
2,2,1,7,54
2,2,1,0,261
2,2,1,1,0
3,3,0,0,2
3,3,0,1,1150
3,3,0,2,0
3,3,0,3,0
3,3,0,4,14
3,3,0,5,561
3,3,0,6,236
3,3,0,7,273
3,3,1,1,0
3,3,1,2,1152
3,3,1,3,313
3,3,1,4,3
3,3,1,5,5
3,3,1,6,0
3,3,1,7,40
3,3,1,0,261
4,4,0,4,14
4,4,0,5,418
4,4,0,6,438
4,4,0,7,218
4,4,0,0,2
4,4,0,1,1150
4,4,0,2,0
4,4,0,3,0
4,4,1,6,0
4,4,1,7,37
4,4,1,0,260
4,4,1,1,0
4,4,1,2,1152
4,4,1,3,313
4,4,1,4,3
4,4,1,5,5
5,5,0,1,1150
5,5,0,2,0
5,5,0,3,0
5,5,0,4,14
5,5,0,5,445
5,5,0,6,440
5,5,0,7,178
5,5,0,0,2
5,5,1,1,0
5,5,1,2,1152
5,5,1,3,312
5,5,1,4,6
5,5,1,5,5
5,5,1,6,0
5,5,1,7,16
5,5,1,0,257
6,6,0,4,14
6,6,0,5,445
6,6,0,6,442
6,6,0,7,191
6,6,0,0,4
6,6,0,1,1150
6,6,0,2,0
6,6,0,3,0
6,6,1,5,5
6,6,1,6,0
6,6,1,7,16
6,6,1,0,260
6,6,1,1,0
6,6,1,2,1152
6,6,1,3,312
6,6,1,4,3
7,7,0,2,0
7,7,0,3,0
7,7,0,4,14
7,7,0,5,448
7,7,0,6,443
7,7,0,7,193
7,7,0,0,6
7,7,0,1,1150
7,7,1,0,258
7,7,1,1,0
7,7,1,2,1152
7,7,1,3,312
7,7,1,4,3
7,7,1,5,5
7,7,1,6,0
7,7,1,7,16
8,8,0,0,9
8,8,0,1,1149
8,8,0,2,0
8,8,0,3,0
8,8,0,4,13
8,8,0,5,482
8,8,0,6,449
8,8,0,7,191
8,8,1,4,3
8,8,1,5,5
8,8,1,6,0
8,8,1,7,16
8,8,1,0,258
8,8,1,1,0
8,8,1,2,1152
8,8,1,3,313
9,9,0,3,0
9,9,0,4,13
9,9,0,5,484
9,9,0,6,450
9,9,0,7,198
9,9,0,0,14
9,9,0,1,1149
9,9,0,2,0
9,9,1,1,0
9,9,1,2,1152
9,9,1,3,313
9,9,1,4,3
9,9,1,5,5
9,9,1,6,0
9,9,1,7,16
9,9,1,0,258
10,10,0,6,453
10,10,0,7,190
10,10,0,0,16
10,10,0,1,1140
10,10,0,2,0
10,10,0,3,0
10,10,0,4,13
10,10,0,5,491
10,10,1,3,312
10,10,1,4,3
10,10,1,5,5
10,10,1,6,0
10,10,1,7,16
10,10,1,0,257
10,10,1,1,0
10,10,1,2,1152
1,1,0,0,442
1,1,0,1,185
1,1,0,2,1
1,1,0,3,2
1,1,0,4,370
1,1,0,5,1134
1,1,0,6,0
1,1,0,7,44
1,1,1,4,7
1,1,1,5,34
1,1,1,6,357
1,1,1,7,0
1,1,1,0,7
1,1,1,1,0
1,1,1,2,0
1,1,1,3,1134
2,2,0,2,1
2,2,0,3,1
2,2,0,4,378
2,2,0,5,1132
2,2,0,6,0
2,2,0,7,62
2,2,0,0,468
2,2,0,1,239
2,2,1,6,483
2,2,1,7,0
2,2,1,0,8
2,2,1,1,0
2,2,1,2,0
2,2,1,3,1134
2,2,1,4,6
2,2,1,5,34
3,3,0,3,1
3,3,0,4,393
3,3,0,5,1130
3,3,0,6,0
3,3,0,7,75
3,3,0,0,514
3,3,0,1,269
3,3,0,2,2
3,3,1,2,0
3,3,1,3,1134
3,3,1,4,6
3,3,1,5,35
3,3,1,6,579
3,3,1,7,0
3,3,1,0,7
3,3,1,1,0
4,4,0,5,1128
4,4,0,6,0
4,4,0,7,93
4,4,0,0,532
4,4,0,1,363
4,4,0,2,5
4,4,0,3,3
4,4,0,4,431
4,4,1,4,6
4,4,1,5,37
4,4,1,6,590
4,4,1,7,0
4,4,1,0,7
4,4,1,1,0
4,4,1,2,0
4,4,1,3,1134
5,5,0,3,7
5,5,0,4,435
5,5,0,5,1127
5,5,0,6,0
5,5,0,7,150
5,5,0,0,594
5,5,0,1,443
5,5,0,2,5
5,5,1,4,4
5,5,1,5,34
5,5,1,6,576
5,5,1,7,0
5,5,1,0,7
5,5,1,1,0
5,5,1,2,0
5,5,1,3,1134
6,6,0,0,608
6,6,0,1,556
6,6,0,2,5
6,6,0,3,11
6,6,0,4,443
6,6,0,5,1121
6,6,0,6,0
6,6,0,7,166
6,6,1,5,34
6,6,1,6,600
6,6,1,7,0
6,6,1,0,7
6,6,1,1,0
6,6,1,2,0
6,6,1,3,1134
6,6,1,4,4
7,7,0,0,617
7,7,0,1,645
7,7,0,2,5
7,7,0,3,34
7,7,0,4,447
7,7,0,5,1115
7,7,0,6,0
7,7,0,7,183
7,7,1,0,8
7,7,1,1,0
7,7,1,2,0
7,7,1,3,1134
7,7,1,4,4
7,7,1,5,33
7,7,1,6,632
7,7,1,7,0
8,8,0,3,36
8,8,0,4,453
8,8,0,5,1113
8,8,0,6,0
8,8,0,7,203
8,8,0,0,635
8,8,0,1,676
8,8,0,2,5
8,8,1,5,34
8,8,1,6,626
8,8,1,7,0
8,8,1,0,7
8,8,1,1,0
8,8,1,2,0
8,8,1,3,1134
8,8,1,4,4
9,9,0,1,703
9,9,0,2,5
9,9,0,3,38
9,9,0,4,454
9,9,0,5,1105
9,9,0,6,0
9,9,0,7,256
9,9,0,0,637
9,9,1,3,1134
9,9,1,4,4
9,9,1,5,34
9,9,1,6,636
9,9,1,7,0
9,9,1,0,7
9,9,1,1,0
9,9,1,2,0
10,10,0,7,286
10,10,0,0,648
10,10,0,1,728
10,10,0,2,5
10,10,0,3,40
10,10,0,4,456
10,10,0,5,1098
10,10,0,6,0
10,10,1,5,34
10,10,1,6,590
10,10,1,7,0
10,10,1,0,8
10,10,1,1,0
10,10,1,2,0
10,10,1,3,1134
10,10,1,4,4
11,11,0,3,39
11,11,0,4,460
11,11,0,5,1068
11,11,0,6,0
11,11,0,7,320
11,11,0,0,664
11,11,0,1,850
11,11,0,2,5
11,11,1,4,3
11,11,1,5,34
11,11,1,6,454
11,11,1,7,0
11,11,1,0,9
11,11,1,1,0
11,11,1,2,0
11,11,1,3,1134
12,12,0,4,457
12,12,0,5,1026
12,12,0,6,0
12,12,0,7,431
12,12,0,0,671
12,12,0,1,851
12,12,0,2,5
12,12,0,3,43
12,12,1,7,0
12,12,1,0,9
12,12,1,1,0
12,12,1,2,0
12,12,1,3,1134
12,12,1,4,2
12,12,1,5,33
12,12,1,6,411
13,13,0,4,452
13,13,0,5,981
13,13,0,6,0
13,13,0,7,500
13,13,0,0,688
13,13,0,1,853
13,13,0,2,5
13,13,0,3,51
13,13,1,6,331
13,13,1,7,0
13,13,1,0,9
13,13,1,1,0
13,13,1,2,0
13,13,1,3,1134
13,13,1,4,3
13,13,1,5,36
14,14,0,2,41
14,14,0,3,51
14,14,0,4,452
14,14,0,5,905
14,14,0,6,0
14,14,0,7,561
14,14,0,0,725
14,14,0,1,849
14,14,1,6,266
14,14,1,7,0
14,14,1,0,9
14,14,1,1,0
14,14,1,2,0
14,14,1,3,1134
14,14,1,4,2
14,14,1,5,44
15,15,0,7,614
15,15,0,0,731
15,15,0,1,849
15,15,0,2,46
15,15,0,3,52
15,15,0,4,458
15,15,0,5,852
15,15,0,6,0
15,15,1,6,222
15,15,1,7,0
15,15,1,0,8
15,15,1,1,0
15,15,1,2,0
15,15,1,3,1134
15,15,1,4,2
15,15,1,5,48
16,16,0,2,55
16,16,0,3,60
16,16,0,4,466
16,16,0,5,761
16,16,0,6,0
16,16,0,7,685
16,16,0,0,737
16,16,0,1,857
16,16,1,7,0
16,16,1,0,8
16,16,1,1,0
16,16,1,2,0
16,16,1,3,1134
16,16,1,4,2
16,16,1,5,52
16,16,1,6,199
17,17,0,3,48
17,17,0,4,574
17,17,0,5,675
17,17,0,6,0
17,17,0,7,697
17,17,0,0,733
17,17,0,1,848
17,17,0,2,55
17,17,1,7,0
17,17,1,0,8
17,17,1,1,0
17,17,1,2,0
17,17,1,3,1134
17,17,1,4,2
17,17,1,5,49
17,17,1,6,180
18,18,0,2,50
18,18,0,3,45
18,18,0,4,589
18,18,0,5,673
18,18,0,6,0
18,18,0,7,713
18,18,0,0,731
18,18,0,1,834
18,18,1,1,0
18,18,1,2,0
18,18,1,3,1134
18,18,1,4,2
18,18,1,5,48
18,18,1,6,155
18,18,1,7,0
18,18,1,0,8
19,19,0,3,43
19,19,0,4,594
19,19,0,5,670
19,19,0,6,0
19,19,0,7,742
19,19,0,0,729
19,19,0,1,815
19,19,0,2,50
19,19,1,1,0
19,19,1,2,0
19,19,1,3,1134
19,19,1,4,2
19,19,1,5,48
19,19,1,6,92
19,19,1,7,0
19,19,1,0,8
20,20,0,7,753
20,20,0,0,729
20,20,0,1,810
20,20,0,2,49
20,20,0,3,32
20,20,0,4,606
20,20,0,5,669
20,20,0,6,0
20,20,1,6,89
20,20,1,7,0
20,20,1,0,8
20,20,1,1,0
20,20,1,2,0
20,20,1,3,1134
20,20,1,4,2
20,20,1,5,45
21,21,0,3,15
21,21,0,4,619
21,21,0,5,646
21,21,0,6,0
21,21,0,7,802
21,21,0,0,724
21,21,0,1,792
21,21,0,2,46
21,21,1,6,85
21,21,1,7,0
21,21,1,0,8
21,21,1,1,0
21,21,1,2,0
21,21,1,3,1134
21,21,1,4,2
21,21,1,5,45
22,22,0,7,914
22,22,0,0,719
22,22,0,1,668
22,22,0,2,37
22,22,0,3,14
22,22,0,4,628
22,22,0,5,644
22,22,0,6,0
22,22,1,4,2
22,22,1,5,38
22,22,1,6,78
22,22,1,7,0
22,22,1,0,8
22,22,1,1,0
22,22,1,2,0
22,22,1,3,1134
23,23,0,5,642
23,23,0,6,0
23,23,0,7,928
23,23,0,0,712
23,23,0,1,646
23,23,0,2,37
23,23,0,3,14
23,23,0,4,642
23,23,1,5,38
23,23,1,6,85
23,23,1,7,0
23,23,1,0,8
23,23,1,1,0
23,23,1,2,0
23,23,1,3,1134
23,23,1,4,1
24,24,0,4,670
24,24,0,5,655
24,24,0,6,0
24,24,0,7,944
24,24,0,0,705
24,24,0,1,590
24,24,0,2,37
24,24,0,3,13
24,24,1,1,0
24,24,1,2,0
24,24,1,3,1134
24,24,1,4,0
24,24,1,5,38
24,24,1,6,84
24,24,1,7,0
24,24,1,0,8
25,25,0,3,13
25,25,0,4,680
25,25,0,5,644
25,25,0,6,0
25,25,0,7,983
25,25,0,0,695
25,25,0,1,563
25,25,0,2,3
25,25,1,5,39
25,25,1,6,79
25,25,1,7,0
25,25,1,0,8
25,25,1,1,0
25,25,1,2,0
25,25,1,3,1134
25,25,1,4,1
26,26,0,1,495
26,26,0,2,3
26,26,0,3,13
26,26,0,4,718
26,26,0,5,655
26,26,0,6,0
26,26,0,7,998
26,26,0,0,674
26,26,1,4,1
26,26,1,5,38
26,26,1,6,80
26,26,1,7,0
26,26,1,0,8
26,26,1,1,0
26,26,1,2,0
26,26,1,3,1134
1,1,0,5,492
1,1,0,6,316
1,1,0,7,229
1,1,0,0,615
1,1,0,1,784
1,1,0,2,178
1,1,0,3,734
1,1,0,4,412
1,1,1,3,513
1,1,1,4,760
1,1,1,5,412
1,1,1,6,666
1,1,1,7,378
1,1,1,0,93
1,1,1,1,222
1,1,1,2,716
2,2,0,3,673
2,2,0,4,373
2,2,0,5,493
2,2,0,6,318
2,2,0,7,258
2,2,0,0,665
2,2,0,1,783
2,2,0,2,197
2,2,1,4,749
2,2,1,5,348
2,2,1,6,687
2,2,1,7,369
2,2,1,0,86
2,2,1,1,260
2,2,1,2,691
2,2,1,3,570
3,3,0,2,132
3,3,0,3,568
3,3,0,4,383
3,3,0,5,520
3,3,0,6,394
3,3,0,7,284
3,3,0,0,697
3,3,0,1,782
3,3,1,5,296
3,3,1,6,716
3,3,1,7,380
3,3,1,0,76
3,3,1,1,346
3,3,1,2,646
3,3,1,3,587
3,3,1,4,713
4,4,0,6,409
4,4,0,7,402
4,4,0,0,711
4,4,0,1,775
4,4,0,2,137
4,4,0,3,509
4,4,0,4,432
4,4,0,5,385
4,4,1,0,212
4,4,1,1,360
4,4,1,2,451
4,4,1,3,649
4,4,1,4,728
4,4,1,5,246
4,4,1,6,730
4,4,1,7,384
5,5,0,1,782
5,5,0,2,124
5,5,0,3,417
5,5,0,4,472
5,5,0,5,346
5,5,0,6,433
5,5,0,7,458
5,5,0,0,728
5,5,1,1,399
5,5,1,2,394
5,5,1,3,625
5,5,1,4,739
5,5,1,5,260
5,5,1,6,735
5,5,1,7,390
5,5,1,0,218
6,6,0,5,297
6,6,0,6,491
6,6,0,7,486
6,6,0,0,734
6,6,0,1,734
6,6,0,2,105
6,6,0,3,441
6,6,0,4,472
6,6,1,3,495
6,6,1,4,696
6,6,1,5,256
6,6,1,6,762
6,6,1,7,382
6,6,1,0,223
6,6,1,1,377
6,6,1,2,569
7,7,0,5,318
7,7,0,6,494
7,7,0,7,519
7,7,0,0,749
7,7,0,1,644
7,7,0,2,110
7,7,0,3,415
7,7,0,4,511
7,7,1,7,389
7,7,1,0,232
7,7,1,1,388
7,7,1,2,584
7,7,1,3,465
7,7,1,4,659
7,7,1,5,279
7,7,1,6,764
8,8,0,7,545
8,8,0,0,767
8,8,0,1,537
8,8,0,2,104
8,8,0,3,446
8,8,0,4,526
8,8,0,5,340
8,8,0,6,495
8,8,1,1,380
8,8,1,2,619
8,8,1,3,487
8,8,1,4,567
8,8,1,5,274
8,8,1,6,782
8,8,1,7,404
8,8,1,0,247
9,9,0,3,436
9,9,0,4,532
9,9,0,5,341
9,9,0,6,492
9,9,0,7,550
9,9,0,0,773
9,9,0,1,534
9,9,0,2,102
9,9,1,7,430
9,9,1,0,246
9,9,1,1,403
9,9,1,2,620
9,9,1,3,478
9,9,1,4,517
9,9,1,5,280
9,9,1,6,786
10,10,0,0,779
10,10,0,1,540
10,10,0,2,98
10,10,0,3,428
10,10,0,4,536
10,10,0,5,333
10,10,0,6,492
10,10,0,7,554
10,10,1,5,263
10,10,1,6,792
10,10,1,7,444
10,10,1,0,246
10,10,1,1,316
10,10,1,2,623
10,10,1,3,509
10,10,1,4,567
11,11,0,7,569
11,11,0,0,787
11,11,0,1,559
11,11,0,2,83
11,11,0,3,420
11,11,0,4,536
11,11,0,5,317
11,11,0,6,489
11,11,1,1,314
11,11,1,2,613
11,11,1,3,499
11,11,1,4,603
11,11,1,5,240
11,11,1,6,802
11,11,1,7,446
11,11,1,0,243
12,12,0,4,542
12,12,0,5,317
12,12,0,6,490
12,12,0,7,582
12,12,0,0,793
12,12,0,1,553
12,12,0,2,85
12,12,0,3,398
12,12,1,3,499
12,12,1,4,603
12,12,1,5,254
12,12,1,6,810
12,12,1,7,450
12,12,1,0,238
12,12,1,1,298
12,12,1,2,608
13,13,0,0,792
13,13,0,1,584
13,13,0,2,86
13,13,0,3,380
13,13,0,4,532
13,13,0,5,322
13,13,0,6,481
13,13,0,7,583
13,13,1,6,814
13,13,1,7,458
13,13,1,0,231
13,13,1,1,238
13,13,1,2,606
13,13,1,3,508
13,13,1,4,645
13,13,1,5,260
14,14,0,7,583
14,14,0,0,793
14,14,0,1,596
14,14,0,2,85
14,14,0,3,356
14,14,0,4,521
14,14,0,5,344
14,14,0,6,482
14,14,1,1,230
14,14,1,2,595
14,14,1,3,499
14,14,1,4,667
14,14,1,5,258
14,14,1,6,818
14,14,1,7,465
14,14,1,0,228
15,15,0,2,85
15,15,0,3,353
15,15,0,4,511
15,15,0,5,347
15,15,0,6,485
15,15,0,7,582
15,15,0,0,794
15,15,0,1,603
15,15,1,3,494
15,15,1,4,675
15,15,1,5,258
15,15,1,6,822
15,15,1,7,466
15,15,1,0,228
15,15,1,1,231
15,15,1,2,586
16,16,0,1,615
16,16,0,2,85
16,16,0,3,342
16,16,0,4,507
16,16,0,5,337
16,16,0,6,495
16,16,0,7,584
16,16,0,0,795
16,16,1,5,237
16,16,1,6,822
16,16,1,7,482
16,16,1,0,224
16,16,1,1,244
16,16,1,2,563
16,16,1,3,508
16,16,1,4,680
1,1,0,5,786
1,1,0,6,349
1,1,0,7,290
1,1,0,0,161
1,1,0,1,582
1,1,0,2,62
1,1,0,3,782
1,1,0,4,781
1,1,1,0,399
1,1,1,1,97
1,1,1,2,723
1,1,1,3,264
1,1,1,4,786
1,1,1,5,413
1,1,1,6,792
1,1,1,7,319
2,2,0,7,696
2,2,0,0,347
2,2,0,1,256
2,2,0,2,168
2,2,0,3,547
2,2,0,4,791
2,2,0,5,668
2,2,0,6,320
2,2,1,7,420
2,2,1,0,537
2,2,1,1,355
2,2,1,2,99
2,2,1,3,589
2,2,1,4,512
2,2,1,5,490
2,2,1,6,791
1,1071,0,0,512
1,1071,0,1,420
1,1071,0,2,566
1,1071,0,3,39
1,1071,0,4,792
1,1071,0,5,36
1,1071,0,6,656
1,1071,0,7,771
1,1071,1,6,671
1,1071,1,7,781
1,1071,1,0,337
1,1071,1,1,566
1,1071,1,2,36
1,1071,1,3,792
1,1071,1,4,496
1,1071,1,5,113
3,3,0,1,96
3,3,0,2,298
3,3,0,3,135
3,3,0,4,792
3,3,0,5,768
3,3,0,6,384
3,3,0,7,755
3,3,0,0,565
3,3,1,5,769
3,3,1,6,791
3,3,1,7,565
3,3,1,0,605
3,3,1,1,270
3,3,1,2,10
3,3,1,3,485
3,3,1,4,298
4,4,0,7,757
4,4,0,0,554
4,4,0,1,29
4,4,0,2,330
4,4,0,3,160
4,4,0,4,792
4,4,0,5,774
4,4,0,6,397
4,4,1,6,791
4,4,1,7,774
4,4,1,0,608
4,4,1,1,398
4,4,1,2,10
4,4,1,3,283
4,4,1,4,154
4,4,1,5,775
5,5,0,6,440
5,5,0,7,722
5,5,0,0,463
5,5,0,1,20
5,5,0,2,249
5,5,0,3,144
5,5,0,4,993
5,5,0,5,762
5,5,1,6,871
5,5,1,7,786
5,5,1,0,550
5,5,1,1,469
5,5,1,2,8
5,5,1,3,194
5,5,1,4,132
5,5,1,5,783
6,6,0,7,696
6,6,0,0,625
6,6,0,1,21
6,6,0,2,197
6,6,0,3,145
6,6,0,4,893
6,6,0,5,763
6,6,0,6,453
6,6,1,2,4
6,6,1,3,169
6,6,1,4,148
6,6,1,5,778
6,6,1,6,866
6,6,1,7,784
6,6,1,0,662
6,6,1,1,382
7,7,0,1,19
7,7,0,2,159
7,7,0,3,142
7,7,0,4,861
7,7,0,5,753
7,7,0,6,474
7,7,0,7,730
7,7,0,0,655
7,7,1,2,4
7,7,1,3,166
7,7,1,4,167
7,7,1,5,770
7,7,1,6,851
7,7,1,7,793
7,7,1,0,726
7,7,1,1,316
8,8,0,4,806
8,8,0,5,749
8,8,0,6,481
8,8,0,7,778
8,8,0,0,654
8,8,0,1,19
8,8,0,2,173
8,8,0,3,133
8,8,1,0,764
8,8,1,1,164
8,8,1,2,5
8,8,1,3,419
8,8,1,4,112
8,8,1,5,749
8,8,1,6,787
8,8,1,7,793
9,9,0,0,654
9,9,0,1,17
9,9,0,2,154
9,9,0,3,135
9,9,0,4,793
9,9,0,5,761
9,9,0,6,496
9,9,0,7,783
9,9,1,4,127
9,9,1,5,723
9,9,1,6,789
9,9,1,7,794
9,9,1,0,769
9,9,1,1,93
9,9,1,2,3
9,9,1,3,495
10,10,0,2,99
10,10,0,3,197
10,10,0,4,792
10,10,0,5,768
10,10,0,6,499
10,10,0,7,785
10,10,0,0,636
10,10,0,1,17
10,10,1,1,44
10,10,1,2,3
10,10,1,3,555
10,10,1,4,151
10,10,1,5,682
10,10,1,6,785
10,10,1,7,796
10,10,1,0,777
11,11,0,5,774
11,11,0,6,474
11,11,0,7,785
11,11,0,0,608
11,11,0,1,17
11,11,0,2,85
11,11,0,3,258
11,11,0,4,792
11,11,1,5,644
